id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type
0299929061,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-12,Amazon IAD-12,149598.0,-77.44767141862896,38.98872330810436,building
0299946152,Virginia,VA,51,Loudoun County,107,QTS Data Centers,QTS Moran (The Vault),,10175.0,-77.44790209132543,38.99463732348248,building
0300162674,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC5,Digital Realty ACC5,298859.0,-77.4630710105621,39.02011263672102,building
0300162675,Virginia,VA,51,Loudoun County,107,Digital Realty,ACC6,Digital Realty ACC6,226152.0,-77.46358953091513,39.02106804323565,building
0300162689,Virginia,VA,51,Loudoun County,107,Lumen Technologies,,Level 3 Ashburn,49022.0,-77.45759526371417,39.0221725562622,building
0300163074,Virginia,VA,51,Loudoun County,107,,,,90029.0,-77.45360972261447,39.02214033665587,building
0300163083,Virginia,VA,51,Loudoun County,107,NTT,VA1,NTT Ashburn VA1 Data Center,138507.0,-77.45486923381064,39.02276445956019,building
0300952513,Arizona,AZ,04,Maricopa County,013,Digital Realty,PHX15,Digital Realty Phoenix PHX15,294678.0,-111.88662619785597,33.27497378533701,building
0300959969,Arizona,AZ,04,Maricopa County,013,H5,Phoenix,H5 Phoenix,50925.0,-111.88590913146852,33.27691083822963,building
0300959970,Arizona,AZ,04,Maricopa County,013,CyrusOne,PHX1,CyrusOne PHX1,137355.0,-111.88191152923802,33.27085532906607,building
0300969250,Virginia,VA,51,Loudoun County,107,Equinix,DC13,Equinix DC13,125613.0,-77.47539286797382,39.01253746084649,building
0300969614,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD14,Digital Realty Northern Virginia IAD14,134503.0,-77.48709346092416,39.00333638342545,building
0300969615,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Building C,116698.0,-77.48544866796638,39.0027516538968,building
0300969616,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD12,Digital Realty Northern Virginia IAD12,180268.0,-77.48334543682279,39.002021514630854,building
0300969617,Virginia,VA,51,Loudoun County,107,Digital Realty,,Digital Realty Building A,133113.0,-77.48195442999278,39.00275464974418,building
0300969619,Virginia,VA,51,Loudoun County,107,Digital Realty,IAD24,Digital Realty Northern Virginia IAD24,114428.0,-77.48435473615672,39.00429228111817,building
0300970759,Virginia,VA,51,Loudoun County,107,Databank,IAD1,Databank Ashburn IAD1,144740.0,-77.48213787541992,39.01554879745237,building
0300970761,Virginia,VA,51,Loudoun County,107,,,Golds Gym Ashburn,54700.0,-77.4832706432986,39.01560147883306,building
0300974499,Arizona,AZ,04,Maricopa County,013,Apple Inc.,,Apple Data Center,1338261.0,-111.60405623426206,33.34701915860397,building
0302702428,New York,NY,36,Albany County,001,,,Lumen Albany 4,30404.0,-73.81833864929455,42.735739825314,building
0314032203,Washington,WA,53,Spokane County,063,Lumen Technologies,,Lumen,5324.0,-117.36894427503958,47.60249929560879,building
0317466755,Illinois,IL,17,Lake County,097,VISA,,VISA,55001.0,-87.95284650862307,42.216756536018735,building
0318069356,New Mexico,NM,35,Santa Fe County,049,SONM,,John F. Simms Building,31727.0,-105.95657515744648,35.672443897309975,building
0321385147,Oregon,OR,41,Crook County,013,Meta,,"Meta Prineville Data Center, phase1",269642.0,-120.88726144669496,44.295883341055145,building
0325096144,Oregon,OR,41,Washington County,067,,,Adobe Data Center,89232.0,-122.93181213080429,45.55018168886831,building
0328702378,Oregon,OR,41,Washington County,067,,,Stack Infrastructure Portland 2 Data Center,215217.0,-122.89744896301694,45.547311791366376,building
0328702750,Oregon,OR,41,Washington County,067,Digital Realty,,Digital Realty PDX10 Data Center,68807.0,-122.89195798239217,45.54761722382476,building
0328703598,Oregon,OR,41,Washington County,067,Flexential,,Flexential,41245.0,-122.8908514025637,45.5498209002179,building
0328703599,Oregon,OR,41,Washington County,067,Flexential,,Flexential Portland - Hillsboro 1,44088.0,-122.89220172053012,45.550333986427404,building
0329551673,Kentucky,KY,21,Jefferson County,111,Flexential,,Flexential Louisville - East,34794.0,-85.50724111669626,38.277197827679295,building
0330276516,Kentucky,KY,21,Jefferson County,111,Flexential,,Flexential Louisville - Downtown,36525.0,-85.73335104065765,38.24249601378566,building
0334264478,Pennsylvania,PA,42,Philadelphia County,101,,,Terminal Commerce Building,119659.0,-75.16083249176855,39.959809526359834,building
0335468616,Washington,WA,53,Spokane County,063,,,TierPoint,14435.0,-117.09593477622663,47.67191686714767,building
0336387583,Maryland,MD,24,Baltimore city,510,,,Baltimore Technology Park,30131.0,-76.62552663391301,39.27538391165092,building
0337126739,Washington,WA,53,King County,033,Sabey,,Intergate Seattle West Building C,19791.0,-122.29440690516351,47.494131187713045,building
0337126741,Washington,WA,53,King County,033,Sabey,,Intergate Seattle West Building B,19140.0,-122.29368392327885,47.49307629033908,building
0337126742,Washington,WA,53,King County,033,Sabey,,Intergate Seattle West Building A,38547.0,-122.293319807759,47.49214782871075,building
0337127817,Washington,WA,53,Grant County,025,,,Vantage WA11,147430.0,-119.81449029306091,47.250164549945126,building
0337127824,Washington,WA,53,Grant County,025,NTT,,NTT Data Quincy,99760.0,-119.86571157127666,47.24358751309279,building
0337127832,Washington,WA,53,Grant County,025,,,,44365.0,-119.85935927491568,47.23881859630125,building
0337127833,Washington,WA,53,Grant County,025,,,,32106.0,-119.85936632665342,47.23826232566217,building
0342664739,Iowa,IA,19,Scott County,163,,,Geneseo Communications Inc,53983.0,-90.482409225225,41.550269445823766,building
0343593591,Illinois,IL,17,DuPage County,043,,,,14550.0,-88.21951394141162,41.90535458903981,building
0345650474,New Jersey,NJ,34,Middlesex County,023,,,,61263.0,-74.45667583889343,40.552818728162904,building
0354590432,New Jersey,NJ,34,Hudson County,017,,,,34461.0,-74.06435817503689,40.784738868619456,building
0355926681,Utah,UT,49,Salt Lake County,035,Flexential,,Flexential Salt Lake City - South Valley,30547.0,-111.98604691692421,40.620351883501876,building
0358455179,California,CA,06,Santa Clara County,085,Apple,,,297948.0,-121.94391134202753,37.36168658658687,building
0358946546,California,CA,06,Alameda County,001,,,QES Computers,941.0,-121.90379949999843,37.69947530004345,building
0359930465,Washington,WA,53,King County,033,Equinix,SE3,Equinix SE3 Data Center,12575.0,-122.33974344575807,47.61442272967247,building
0362662493,New Jersey,NJ,34,Middlesex County,023,Quality Technology Services,NJ1,QTS Piscataway Data Center,298346.0,-74.48418721626823,40.55716263166983,building
0363017375,Maryland,MD,24,Prince George's County,033,,,AiNET,43057.0,-76.92590821703205,39.052822508078144,building
0364289073,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft,258191.0,-98.69072125219773,29.47821637623101,building
0364289074,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft San Antonio,478642.0,-98.69260809155041,29.479925996060704,building
0364289077,Texas,TX,48,Bexar County,029,Microsoft,,Microsoft,194916.0,-98.69655923476323,29.48106634167372,building
0368724474,Virginia,VA,51,Fairfax County,059,Equinix,DC7,Equinix DC7,79709.0,-77.22055679495352,38.90913922220713,building
0368724479,Virginia,VA,51,Fairfax County,059,,,Element Critical VA1,20483.0,-77.21974420009786,38.9083675000258,building
0369452572,Oregon,OR,41,Multnomah County,051,,,Pittock Block,41556.0,-122.68070403612809,45.521543581997186,building
0369728508,Oregon,OR,41,Washington County,067,,,Data Center,25297.0,-122.87550380152311,45.526683793418876,building
0373913881,Texas,TX,48,Collin County,085,,,Cisco Allen,162023.0,-96.66095239322138,33.135980195526706,building
0373945186,Oregon,OR,41,Crook County,013,Meta,,"Meta Prineville Data Center, phase 2",231830.0,-120.88399838630087,44.294893619614236,building
0376627431,Washington,WA,53,Whatcom County,073,CSS Communications,,CSSNW Bellingham,4312.0,-122.48054752807802,48.75726819331372,building
0377032058,Illinois,IL,17,Cook County,031,EdgeConneX,CHI02,EdgeConneX CHI02,64358.0,-87.95256335815348,42.001494373393264,building
0377032061,Illinois,IL,17,Cook County,031,Equinix,CH3,Equinix Chicago CH3,135800.0,-87.95521312428228,42.00115870787967,building
0377212693,Illinois,IL,17,DuPage County,043,Element Critical,CH2,Element Critical CH2,44358.0,-87.9671757623118,41.97422731222964,building
0377345296,Illinois,IL,17,DuPage County,043,Centersquare,ORD2,Centersquare Elk Grove Village Data Center Campus ORD2,198323.0,-87.95817200961845,41.992040415356676,building
0377545385,Colorado,CO,08,Douglas County,035,Flexential,,Flexential Denver - Englewood,198772.0,-104.83755343632711,39.55897087407264,building
0377585075,Michigan,MI,26,Oakland County,125,,DET01,EdgeConneX Detroit DET01,40574.0,-83.26266713633784,42.447696914234754,building
0379195054,Texas,TX,48,Travis County,453,,,Lumen Austin 3,5068.0,-97.72359737399289,30.261396172131168,building
0379204279,Texas,TX,48,Travis County,453,,AUS11,Digital Realty Austin AUS11,79985.0,-97.6957806400088,30.21217551197644,building
0379204643,Texas,TX,48,Travis County,453,,,LightEdge Austin II,86445.0,-97.7070441537442,30.200676320425476,building
0379204766,Texas,TX,48,Travis County,453,,AUS2,CyrusOne Austin Data Center II,77356.0,-97.69796494527762,30.205929677925713,building
0379205427,Texas,TX,48,Travis County,453,,,Data Foundry Austin 1 Data Center,50461.0,-97.69607393452047,30.215503976280186,building
0380282154,Virginia,VA,51,Loudoun County,107,,,VISA Data Center,349987.0,-77.4454155025337,39.04872822028962,building
0382785871,Texas,TX,48,Travis County,453,,,LightEdge Austin I,30876.0,-97.71266756573961,30.21429715095225,building
0383545769,Illinois,IL,17,Cook County,031,Skybox,Chicago I,Skybox Chicago I,173618.0,-87.97350859852746,41.99365831690164,building
0383728972,California,CA,06,Alameda County,001,Hurricane Electric,fmt1,Hurricane Electric Fremont 1,33640.0,-121.93101654862603,37.4898646167409,building
0383888101,Texas,TX,48,Travis County,453,,,Lumen Austin 1,74722.0,-97.71239983833573,30.196499004972576,building
0383888914,Texas,TX,48,Travis County,453,,,Data Foundry - Texas 1,137095.0,-97.71378843935518,30.198926082371674,building
0384310269,California,CA,06,Alameda County,001,Hurricane Electric,fmt2,Hurricane Electric Fremont 2,181268.0,-121.92031059714009,37.471827238512944,building
0384396017,Texas,TX,48,Travis County,453,,,Element Critical,61978.0,-97.69617577010003,30.342800020345656,building
0384690290,Illinois,IL,17,DuPage County,043,Element Critical,CH1,Element Critical CH1,92076.0,-87.96468543810447,41.97576175006559,building
0387378765,Georgia,GA,13,Gwinnett County,135,Quality Technology Services,,QTS Suwanee Data Center 1,310488.0,-84.06107488394335,34.03538969563108,building
0387379196,Georgia,GA,13,Gwinnett County,135,Quality Technology Services,,QTS Suwanee Data Center 2,360379.0,-84.0577034926908,34.03709880816787,building
0388148510,Arkansas,AR,05,Pulaski County,119,,,TierPoint Little Rock,31845.0,-92.44472351005183,34.75623579847403,building
0390287635,California,CA,06,Santa Clara County,085,Equinix,SV6,Equinix SV6,21678.0,-122.01456250837072,37.39960173949957,building
0392324240,Georgia,GA,13,Gwinnett County,135,Flexential,,Flexential Atlanta - Norcross,32309.0,-84.19856192066597,33.95476871472785,building
0396296733,Washington,WA,53,Snohomish County,061,Centersquare,SE1,Centersquare Lynnwood SE1,104460.0,-122.30169031041979,47.84181079877675,building
0397914434,Oregon,OR,41,Crook County,013,Apple,,,9228.0,-120.87507749015272,44.28941552511668,building
0400540223,Colorado,CO,08,El Paso County,041,Walmart,,Walmart Colorado Data Center,216465.0,-104.7872042037206,38.98575520270597,building
0405034574,Nebraska,NE,31,Douglas County,055,,,Verizon,11836.0,-96.0277741269746,41.33832138450139,building
0405034584,Nebraska,NE,31,Douglas County,055,,,Verizon,87375.0,-96.02861432583268,41.33843614997798,building
0408012357,Alabama,AL,01,Madison County,089,Alabama Supercomputer Authority,,George C. Wallace Alabama Supercomputer Center,14919.0,-86.67309882783594,34.73654090277783,building
0409296605,Illinois,IL,17,Cook County,031,Digital Realty,ORD12,Digital Realty Chicago ORD12,90165.0,-87.85923594325136,41.928378286120065,building
0410408067,Washington,WA,53,Grant County,025,,,,38381.0,-119.86446039331207,47.2376550659786,building
0410408073,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,151246.0,-119.88299787007462,47.23947854795628,building
0410408074,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,147922.0,-119.88308360926234,47.238574845290714,building
0410408079,Washington,WA,53,Grant County,025,,,,46835.0,-119.85940592515068,47.23948769629937,building
0414055237,Wyoming,WY,56,Laramie County,021,Microsoft,CYS,Microsoft CYS Datacenter,8372278.0,-104.90530832757888,41.123406942663394,campus
0414055239,Wyoming,WY,56,Laramie County,021,,,,140780.0,-104.90187602195964,41.12623098984588,building
0417682780,Washington,WA,53,King County,033,,,KOMO Plaza East,45743.0,-122.34815288067006,47.61932493216673,building
0417682781,Washington,WA,53,King County,033,,,KOMO Plaza West,20239.0,-122.34859631775392,47.618919759615665,building
0421273622,Nebraska,NE,31,Sarpy County,153,Fidelity,,Fidelity,40714.0,-96.08338762268534,41.16546905416773,building
0424945736,California,CA,06,Los Angeles County,037,Centurylink,,,71500.0,-118.38631267027331,33.91772905166227,building
0424945852,California,CA,06,Los Angeles County,037,Digital Realty,LAX4,DRT LAX12,113310.0,-118.38463005026091,33.915648897459114,building
0426586135,Colorado,CO,08,Adams County,001,Google,,Google - Thornton,86059.0,-104.98324467111505,39.922418557554764,building
0427068319,California,CA,06,Orange County,059,,,TURBOSQUID,1760.0,-117.92218079293613,33.80966045017171,building
0428021796,California,CA,06,Los Angeles County,037,,LAX6,DRT LAX10,66979.0,-118.25751427697325,34.04732574551566,building
0428021816,California,CA,06,Los Angeles County,037,,,One Wilshire,43850.0,-118.25554585113647,34.047892305393916,building
0429782814,Florida,FL,12,Alachua County,001,University of Florida,1635,UF Research Computing Center,36370.0,-82.29992999372256,29.672591133291228,building
0435324552,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA1;NVA2;NVA3,"CyrusOne NVA1, NVA2 & NVA3",265601.0,-77.41452291234778,39.02594651093395,building
0435518280,Florida,FL,12,Miami-Dade County,086,,,NAP of the Americas,122625.0,-80.19307541186281,25.782378977030266,building
0435531451,Florida,FL,12,Miami-Dade County,086,,,,15911.0,-80.23003372243501,25.797544404026613,building
0435817145,Virginia,VA,51,Loudoun County,107,CyrusOne,NVA5,CyrusOne NVA5,506947.0,-77.43403366191842,39.024327100943346,building
0438077632,Iowa,IA,19,Dallas County,049,Microsoft,,Microsoft,39146.0,-93.82494906980827,41.540615955851,building
0438078069,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 1,315400.0,-93.51472775765036,41.6642411277008,building
0438078070,Iowa,IA,19,Polk County,153,Meta,,Facebook Altoona Data Center 2,307370.0,-93.50817041153361,41.66553719114288,building
0441502816,California,CA,06,Orange County,059,,,Lumen Technologies,85658.0,-117.80580094927477,33.716777907497594,building
0444683815,Washington,WA,53,Spokane County,063,Lumen Technologies,,Lumen,25399.0,-117.42000258764048,47.654225584825305,building
0447803368,Wisconsin,WI,55,Dane County,025,,,,9176.0,-89.43673598135521,43.06728877873921,building
0450078003,Virginia,VA,51,Culpeper County,047,Equinix,,Equinix CU2,1299936.0,-77.97818714607277,38.454936889103365,campus
0451413811,California,CA,06,Santa Clara County,085,,,,102004.0,-121.88797542263652,37.33363768923947,building
0451491797,New Jersey,NJ,34,Hudson County,017,,,,150951.0,-74.06556019989502,40.78413403768732,building
0451497833,New Jersey,NJ,34,Hudson County,017,Evocative,,Evocative Secaucus,101304.0,-74.06804834898094,40.78755018531513,building
0453969917,Colorado,CO,08,Arapahoe County,005,,,Time Warner Datacenter,33804.0,-104.8603774822199,39.5989600863557,building
0453969923,Colorado,CO,08,Arapahoe County,005,,,Time Warner Datacenter,61435.0,-104.86018232055083,39.59993080115642,building
0455171103,Texas,TX,48,Travis County,453,,AUS3,CyrusOne Austin Data Center III,189921.0,-97.70111427813652,30.206993743520524,building
0459188722,New Jersey,NJ,34,Monmouth County,025,Apollo,,Apollo Cable Landing Station,25904.0,-74.10158204974093,40.15704355065649,building
0459188725,New York,NY,36,Suffolk County,103,,,Cable & Wireless Cable Landing Station,36746.0,-72.88334530997138,40.84365992460773,building
0460050155,Virginia,VA,51,Loudoun County,107,Equinix,DC10,Equinix Ashburn DC10,152397.0,-77.45151283533546,39.02101419483995,building
0460053028,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services Datacenter Complex,1088049.0,-77.45106545332199,39.0265748165722,campus
0460053030,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,1022344.0,-77.45866189709493,39.02886985735719,campus
0460056017,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-61,Amazon IAD-61,151530.0,-77.49198665217473,38.91581328461264,building
0460056018,Virginia,VA,51,Loudoun County,107,,,,709715.0,-77.44219586774605,38.9865020849492,campus
0460056019,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD51,Amazon IAD51,64127.0,-77.43650684069105,38.991413813735,building
0460056020,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD56,Amazon IAD56,78441.0,-77.43706177436277,38.99056761009465,building
0460056023,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-16,Amazon IAD-16,75817.0,-77.44882479290187,38.99069899784283,building
0460056024,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD-15,Amazon IAD-15,103452.0,-77.44857953268573,38.991692895450356,building
0460059465,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD14,Amazon IAD14,118192.0,-77.54821678521621,38.78993178096454,building
0460060340,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD59,Amazon IAD59,127281.0,-77.54844963730865,38.79222600770481,building
0460060341,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD52,Amazon IAD52,126699.0,-77.54837196346583,38.79106882111887,building
0460067220,Ohio,OH,39,Licking County,089,Amazon Web Services,,Amazon Web Services Datacenter Complex,1106310.0,-82.75171093377944,40.09388273554784,campus
0460067225,Ohio,OH,39,Franklin County,049,Amazon Web Services us-east-2 datacenter,,Amazon AWS: Hilliard Data Center,2578490.0,-83.13425799033122,40.059902191478876,campus
0460070135,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26632355,45.91583559984655,building
0460070136,Oregon,OR,41,Umatilla County,059,,,,2608.0,-119.26652739999999,45.915835599846574,building
0460070137,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26672585,45.91583559984652,building
0460070138,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26711214999999,45.91583559984655,building
0460070139,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26731594999998,45.91584309984661,building
0460070140,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26751175,45.91583189984655,building
0460070141,Oregon,OR,41,Umatilla County,059,,,,2605.0,-119.26771695000002,45.91583559984655,building
0460070143,Oregon,OR,41,Umatilla County,059,Amazon Web Services,PDX2,Amazon PDX2,133053.0,-119.26777584933069,45.91640356429687,building
0460070144,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX4,Amazon Web Services us-west-2,127483.0,-119.65276874957645,45.84100319369004,building
0460070145,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX50/53,Amazon Web Services us-west-2,267452.0,-119.62988821726834,45.85223533738971,building
0460070147,Oregon,OR,41,Morrow County,049,Amazon Web Services,PDX1,Amazon Web Services us-west-2,103260.0,-119.63052370002721,45.850880751269834,building
0460076753,California,CA,06,Santa Clara County,085,Equinix,SV3,Equinix SV3,109684.0,-121.88842909046673,37.38826955704536,building
0460085343,California,CA,06,San Francisco County,075,Digital Realty,,365 Main Street Data Center,39318.0,-122.39046904827536,37.788731036335975,building
0460087665,Oregon,OR,41,Crook County,013,Meta,,Facebook Prineville Datacenter,15867920.0,-120.88580226575772,44.29782359645281,campus
0460089167,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,241126.0,-81.82213877550394,35.314231256978196,building
0460089168,North Carolina,NC,37,Rutherford County,161,Meta,FRC,Meta Forest City datacenter,244176.0,-81.82632689449466,35.31737236865608,building
0460159925,California,CA,06,Santa Clara County,085,NTT Limited,,,75249.0,-121.88929689106432,37.40390424000007,building
0460159928,California,CA,06,Santa Clara County,085,Centurylink,,,83921.0,-121.96982954691394,37.37043804478318,building
0460159955,California,CA,06,Santa Clara County,085,Vantage,,,75686.0,-121.97250520730036,37.371778697164096,building
0460167186,Washington,WA,53,Douglas County,017,Sabey Data Centers,,Intergate Columbia B,192887.0,-120.1874901793035,47.407163625794176,building
0460167187,Washington,WA,53,Douglas County,017,Sabey Data Centers,,Intergate Columbia A,262378.0,-120.189293555665,47.40871425585381,building
0460167190,Washington,WA,53,Douglas County,017,,,Intergate Columbia,2771098.0,-120.19173054919484,47.40758787947685,campus
0460175664,Virginia,VA,51,Loudoun County,107,,,,35740.0,-77.44818874268245,38.99422739840353,building
0460175666,Virginia,VA,51,Loudoun County,107,,,,77749.0,-77.45274689712927,39.02173368633117,building
0460175672,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,AWS Building E,153355.0,-77.48561242978808,39.00505158640794,building
0460177088,New Jersey,NJ,34,Passaic County,031,Digital Realty,EWR20,Digital Realty New Jersey EWR20,29614.0,-74.12674913164861,40.82992945585005,building
0460182320,New Jersey,NJ,34,Somerset County,035,CyrusOne,,CyrusOne Somerset,318583.0,-74.54565865822578,40.537986381868514,building
0460182335,New Jersey,NJ,34,Somerset County,035,,,BNY Mellon Somerset,121002.0,-74.5534089707814,40.53601964911133,building
0460182337,New Jersey,NJ,34,Somerset County,035,Digital Realty,,,125668.0,-74.55554039982248,40.537538352599974,building
0460182351,New Jersey,NJ,34,Passaic County,031,Digital Realty,EWR21,Digital Realty New Jersey EWR21,71645.0,-74.12451439724032,40.83058580151704,building
0460212563,California,CA,06,Los Angeles County,037,Centurylink,,,43140.0,-118.34378887471212,34.19986910792885,building
0463571875,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD78,Amazon IAD78,147979.0,-77.44952022668694,39.026368042625414,building
0463571876,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD79,Amazon IAD79,148678.0,-77.45087034712718,39.026357370464034,building
0464097467,Nevada,NV,32,Washoe County,031,,,,276687.0,-119.54857352752407,39.56710538351869,building
0464371693,California,CA,06,Napa County,055,,,Kaiser Data Center,162791.0,-122.2730981200017,38.25408513543555,building
0465032380,Texas,TX,48,Dallas County,113,Dallas County Elections Department,,,88881.0,-96.87839306215344,32.83796688361756,building
0465062052,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD87,Amazon IAD87,147390.0,-77.44116774003696,38.99181366629844,building
0465062053,Virginia,VA,51,Loudoun County,107,Amazon Web Services,Amazon IAD88,Amazon IAD88,147468.0,-77.4418704880024,38.99096434751658,building
0468707940,Arizona,AZ,04,Maricopa County,013,,,Stream Data Centers PHX-1,413250.0,-112.35998844515763,33.41949068772326,building
0471691760,Oregon,OR,41,Washington County,067,Flexential,,Flexential Portland - Hillsboro 2,214259.0,-122.91709178475041,45.558285521867774,building
0472761713,New Jersey,NJ,34,Bergen County,003,nyse,,NYSE Data Center,200804.0,-74.15291807503209,41.078302339181775,building
0472954201,California,CA,06,Los Angeles County,037,,,AT&T,17388.0,-118.11402444850232,34.57998399250564,building
0476609221,Colorado,CO,08,El Paso County,041,,600,,42627.0,-104.52196604272531,38.80265970986479,building
0480762078,Oregon,OR,41,Clackamas County,005,,,Juniper,24854.0,-122.76587362101382,45.31873065187944,building
0483307714,Texas,TX,48,Collin County,085,,,Tierpoint Dallas-Allen,30651.0,-96.65737558964423,33.137934223084564,building
0487170215,Texas,TX,48,Harris County,201,DXC Technology,,,352246.0,-95.86367622394388,30.018697853415755,building
0490997243,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD73,Amazon IAD73,146162.0,-77.55909921912576,38.77797945837827,building
0490997244,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD74,Amazon IAD74,147480.0,-77.55789122919084,38.777436934620916,building
0491914767,Ohio,OH,39,Cuyahoga County,035,,,H5 Data Center,71439.0,-81.6835984766603,41.50635749142958,building
0495115494,California,CA,06,Los Angeles County,037,,,,25505.0,-118.2555689501841,34.04791495021397,campus
0497151852,Florida,FL,12,Duval County,031,,,Cologix Jacksonville JAX1,30201.0,-81.66242566977944,30.33142981885114,building
0499403180,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,148589.0,-119.88733126248479,47.239522783705084,building
0499403181,Washington,WA,53,Grant County,025,Microsoft,,Microsoft,148081.0,-119.88737457776085,47.23858947281029,building
0499403698,Washington,WA,53,Grant County,025,,,,29784.0,-119.86458220792323,47.23855414306606,building
0499403699,Washington,WA,53,Grant County,025,,,,138534.0,-119.8254290536735,47.24760077002591,building
0500820007,Texas,TX,48,Tarrant County,439,Meta,,Facebook Fort Worth Datacenter,634395.0,-97.25934313221771,32.98378403788744,building
0502927599,Kansas,KS,20,Johnson County,091,,,Data Center Lenexa,44552.0,-94.77028959106379,38.925170070286725,building
0507673418,Texas,TX,48,Denton County,121,,,CITIGROUP TECHNOLOGY INC,242536.0,-97.24529013457187,33.00638147848431,building
0507673437,Texas,TX,48,Tarrant County,439,Quality Technology Services,,QTS Data Center,277996.0,-97.25920173475927,32.98885535912591,building
0509611423,Texas,TX,48,Bexar County,029,Lowe's,,,55066.0,-98.68954665082217,29.472846040284352,building
0509611426,Texas,TX,48,Bexar County,029,CHRISTUS Health,,,48815.0,-98.68620953197289,29.470344479093157,building
0509611429,Texas,TX,48,Bexar County,029,Frost Bank,,,68591.0,-98.68765019924955,29.470223440456333,building
0509611432,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio I,102327.0,-98.68811007066918,29.46655501468974,building
0509611436,Texas,TX,48,Bexar County,029,Valero,,Valero Wiserman,58304.0,-98.68006447609893,29.474285413407845,building
0509611437,Texas,TX,48,Bexar County,029,,,Stream San Antonio II,71324.0,-98.67173678230641,29.472016548814928,building
0509611438,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio II,108554.0,-98.67299896081857,29.47084945067936,building
0509611439,Texas,TX,48,Bexar County,029,CyrusOne,,CyrusOne San Antonio III,100537.0,-98.67219273225999,29.470044267423457,building
0516686211,North Carolina,NC,37,Mecklenburg County,119,,,Spectrum Charlotte National Data Center,93604.0,-80.91620847440758,35.14278902053068,building
0517411076,Oregon,OR,41,Crook County,013,Apple,,Apple Prineville Datacenter,377461.0,-120.87012499487109,44.28888249589476,building
0523886201,Florida,FL,12,Hillsborough County,057,Cyxtera,TPA1,Cyxtera Tampa TP1,97332.0,-82.35116156727058,27.94553184264413,building
0526806006,Texas,TX,48,Dallas County,113,,DAL10,QTA Irving - Dallas Data Center Campus,306213.0,-96.98278763369082,32.89728320232041,building
0530024353,Illinois,IL,17,DuPage County,043,Centersquare,ORD4,Centersquare Lisle ORD4 Data Center,361205.0,-88.09488558888414,41.80234062646393,building
0530982335,Arizona,AZ,04,Maricopa County,013,,,GoDaddy - Gilbert,91811.0,-111.83930897383506,33.36191382983084,building
0531709017,California,CA,06,San Diego County,073,American Telephone & Telegraph,,AT&T Center,88910.0,-117.15894804229632,32.74757512655355,building
0533842335,Tennessee,TN,47,Davidson County,037,,,,10355.0,-86.76414722152771,36.14048086552295,building
0536784688,Georgia,GA,13,Fulton County,121,,CenturyLink,CenturyLink,23046.0,-84.38373631254974,33.76514415943705,building
0537172525,Wyoming,WY,56,Laramie County,021,,,,62914.0,-104.8980886,41.124032949239194,building
0537172526,Wyoming,WY,56,Laramie County,021,,,,67797.0,-104.8992687499629,41.12403679932077,building
0537172527,Wyoming,WY,56,Laramie County,021,,,,62555.0,-104.89927145,41.12528359932865,building
